"","NEU_SRR1974602","NEU_SRR1974603","NEU_SRR1974605","NEU_SRR1974607","NEU_SRR1974609","NEU_SRR1974611","NEU_SRR1974612","NEU_SRR1974613","NEU_SRR1974614","NEU_SRR1974615","NEU_SRR1974617","NEU_SRR1974618","NEU_SRR1974620","NEU_SRR1974621","NEU_SRR1974622","NEU_SRR1974623","NEU_SRR1974624","NEU_SRR1974625","NEU_SRR1974626","NEU_SRR1974627","NEU_SRR1974628","NEU_SRR1974629","NEU_SRR1974630","NEU_SRR1974631","NEU_SRR1974632","NEU_SRR1974633","NEU_SRR1974634","NEU_SRR1974635","NEU_SRR1974636","NEU_SRR1974638","NEU_SRR1974639","NEU_SRR1974640","NEU_SRR1974642","NEU_SRR1974643","NEU_SRR1974645","NEU_SRR1974646","NEU_SRR1974648","NEU_SRR1974649","NEU_SRR1974650","NEU_SRR1974652","NEU_SRR1974654","NEU_SRR1974655","NEU_SRR1974656","NEU_SRR1974657","NEU_SRR1974658","NEU_SRR1974659","NEU_SRR1974660","NEU_SRR1974661","NEU_SRR1974662","NEU_SRR1974663","NEU_SRR1974673","NEU_SRR1974674","NEU_SRR1974677","NEU_SRR1974681","NEU_SRR1974684","NEU_SRR1974686","NEU_SRR1974697","NEU_SRR1974704","NEU_SRR1974705","NEU_SRR1974706","NEU_SRR1974707","NEU_SRR1974709","NEU_SRR1974710","NEU_SRR1974711","NEU_SRR1974712","NEU_SRR1974713","NEU_SRR1974714","NEU_SRR1974718","NEU_SRR1974724","NEU_SRR1974730","NEU_SRR1974735","NEU_SRR1974752","NEU_SRR1974756","NEU_SRR1974759","NEU_SRR1974762","NEU_SRR1974763","NEU_SRR1974767","NEU_SRR1974773","NEU_SRR1974775","NEU_SRR1974776","NEU_SRR1974777","NEU_SRR1974778","NEU_SRR1974779","NEU_SRR1974780","NEU_SRR1974782","NEU_SRR1974783","NEU_SRR1974785","NEU_SRR1974786","NEU_SRR1974787","NEU_SRR1974793","NEU_SRR1974799","NEU_SRR1974800","NEU_SRR1974801","NEU_SRR1974803","NEU_SRR1974806","NEU_SRR1974807","NEU_SRR1974808","NEU_SRR1974809","NEU_SRR1974810","NEU_SRR1974811","NEU_SRR1974813","NEU_SRR1974815","NEU_SRR1974817","NEU_SRR1974818","NEU_SRR1974819","NEU_SRR1974820","NEU_SRR1974821","NEU_SRR1974822","NEU_SRR1974823","NEU_SRR1974824","NEU_SRR1974825","NEU_SRR1974828","NEU_SRR1974830","NEU_SRR1974832","NEU_SRR1974835","NEU_SRR1974838","NEU_SRR1974841","NEU_SRR1974842","NEU_SRR1974843","NEU_SRR1974844","NEU_SRR1974847","NEU_SRR1974848","NEU_SRR1974849","NEU_SRR1974853","NEU_SRR1974854","NEU_SRR1974864","NEU_SRR1974866","NEU_SRR1974867","NEU_SRR1974869","NEU_SRR1974870","NEU_SRR1974872"
"NEU_SRR1974602",0,0.560265800119907,0.496036865908575,0.456331786794258,0.412030807010583,0.588898016168329,0.458558187037099,0.525251602053524,0.557076031146016,0.397844521321726,0.402962242395558,0.386192596996705,0.556630240410517,0.363468303001764,0.465075644298564,0.588774686565063,0.390495984200604,0.790586428937792,0.512909886806812,0.471352089043669,0.412046176949785,0.39064806949609,0.34303241475112,0.517803255839046,0.372494160972826,0.512968270279134,0.348612412312311,0.391412619699457,0.545850211009145,0.44644260352617,0.398648507471965,0.528922705382958,0.544616014776133,0.351820621004972,0.414916163632338,0.582148906124047,0.518600051576804,0.355111693155376,0.565729545310203,0.508688214893279,0.365112291110502,0.502017331111607,0.491551017516984,0.477430464553769,0.398459100795163,0.383978178714123,0.446379160625752,0.564792448810272,0.375789839945153,0.520375873437833,0.671141662303277,0.37229058958528,0.392750264479864,0.366822416579694,0.354515774282396,0.329207862327913,0.481832053902027,0.318782380240097,0.391588250915413,0.347837418567387,0.51573945152707,0.398266155311985,0.596072277244245,0.565489589186184,0.370034441984846,0.369312265118767,0.543363811522473,0.42467767506455,0.39295840390136,0.456208982872799,0.346034444680017,0.431472144727548,0.36558241983807,0.35678303123518,0.428491552866177,0.33934238986477,0.516745662124911,0.412782043480685,0.423268383061127,0.52351643372113,0.386005142671807,0.433477811463024,0.373935905512156,0.525613031658863,0.408205313368343,0.406159058704805,0.494874423326349,0.50350865926152,0.517340842334202,0.409199310885939,0.360025553749269,0.48194312858045,0.369455183811628,0.537109121866376,0.360179866555439,0.462286179216868,0.604277310197458,0.414542955511253,0.492046266362826,0.464119991916478,0.326607453075557,0.37800041672911,0.347234390693588,0.372096388151176,0.317494941947759,0.358374832985044,0.47410128194357,0.437857254475061,0.489520532224227,0.449319215112835,0.457120209517055,0.390856602765576,0.370543953199985,0.386991074704769,0.383269006792347,0.393447266319349,0.3779173241401,0.301798863381812,0.486318039553291,0.412815330152511,0.481477351513188,0.372372344587718,0.393521102561826,0.384495654210407,0.385843918472883,0.476361680934476,0.610257584753053,0.438755468690913,0.627892253510238,0.616394358370824,0.567480863976843
"NEU_SRR1974603",0.560265800119907,0,0.645418395075827,0.616929604994633,0.595489240981275,0.696141102092008,0.617328515470585,0.666454740820873,0.669699967878067,0.581932052262326,0.581346686724681,0.593313025090998,0.681221996987899,0.571165869703791,0.633987282796351,0.70615475007792,0.584059657827822,0.820802005652374,0.647442222228133,0.621132927003519,0.598680757293492,0.602402795867899,0.555218908597834,0.640958557357193,0.597270244521904,0.655197107676665,0.578089426232338,0.579984322858596,0.674276824119639,0.60822667032742,0.601626680967309,0.681019641889809,0.686018997797989,0.565056057431649,0.589049724198124,0.700846767839371,0.649473629630161,0.557423203428419,0.686816108349358,0.644583043129404,0.565794710681194,0.645263541494952,0.642415558899012,0.649019723263964,0.589861588681697,0.576102819340307,0.609106688959269,0.670996315764283,0.579519631626444,0.654698665723537,0.761509653204916,0.586612076184596,0.590865556615262,0.5793089998269,0.564668740394862,0.543030089702051,0.625648945806834,0.551417208143882,0.590215869990703,0.550299175261197,0.646153443040211,0.60968735700365,0.706129739093645,0.683630517833404,0.579990309255401,0.601698698336251,0.668540199744914,0.591919725513221,0.588534491994033,0.614108228913182,0.554733400916193,0.610340753708817,0.583609799542165,0.578017407193162,0.631391778242388,0.557781696016394,0.661154585990654,0.612243414670009,0.60422106353665,0.673410993756779,0.60606222636878,0.607520307727212,0.591269011100315,0.666685537896758,0.616017120385642,0.595049074853479,0.662608021378828,0.667120056430338,0.668114006720877,0.598802242027825,0.560292125219946,0.64022383069312,0.585607910140594,0.55664436898206,0.570824738581508,0.603676708177936,0.704045710402394,0.601990886506224,0.634010968275957,0.61526204635883,0.558868391620329,0.580086770298925,0.562552551049153,0.578789286140017,0.530629208735575,0.570706133430638,0.637394447822881,0.610457842160751,0.63919672214702,0.621459503409135,0.60623906774181,0.587135792594884,0.589959950131398,0.592132966182306,0.583677661083977,0.607757343495868,0.580969446369617,0.533024270639937,0.63615028076881,0.604779771901937,0.615785567070785,0.579618184922579,0.600736741961979,0.581443359254042,0.581741864162173,0.633007819794562,0.731129624148267,0.612360502518691,0.735967815542483,0.726229986193924,0.675096354137975
"NEU_SRR1974605",0.496036865908575,0.645418395075827,0,0.567452617121226,0.485758687749002,0.65631521211398,0.574260414277334,0.576440871089114,0.628605574968542,0.508952976907162,0.514264778853419,0.536584443560504,0.613455710527553,0.519630113435067,0.546906274809391,0.632734330565419,0.526278791938415,0.785851207397625,0.595148587874454,0.552515216915599,0.543714139998861,0.495354905004788,0.494929694656946,0.570742742567193,0.50326531603695,0.537956791035037,0.476887019791846,0.555001398008188,0.614211346469346,0.571700566105154,0.551660606786492,0.591650132209837,0.622514833590736,0.472000005764875,0.515597969212128,0.647488325775331,0.587804250926492,0.519779144557304,0.581250545450483,0.612989645418256,0.527989952424341,0.589339027868759,0.564455598992234,0.573857852004531,0.545896342169243,0.532166338987873,0.554410321878083,0.607383646969215,0.517097687394194,0.625991537828398,0.719230556152036,0.528228735471199,0.539818066265134,0.533963160664591,0.512416728167202,0.492167736117277,0.528936985681121,0.458049898819713,0.535346401756936,0.485519703368679,0.58332586114589,0.547270382177943,0.632481047040361,0.646632023810986,0.52747920147477,0.506128791088362,0.563668225288402,0.534645647184397,0.502045833624966,0.55150703356509,0.45199851305607,0.576866160191231,0.497986350575158,0.535165057753893,0.588530003891366,0.477239719918282,0.614239434874949,0.58336418402254,0.559190242639805,0.641272810055183,0.564763618352009,0.583044225087326,0.550303321322583,0.628700056660199,0.554063472879663,0.541328529603806,0.622280626079259,0.606891009129378,0.624651196758289,0.553227837170424,0.530923197529101,0.595157216351991,0.520156714610376,0.572676721304031,0.514238569130139,0.553345612137751,0.66565474929664,0.5734333005539,0.585104842595129,0.576897090859449,0.517328283605681,0.50412701774524,0.500064930066626,0.521569585658276,0.499219963407595,0.525712594216257,0.568619547270688,0.531057623069021,0.579237572986316,0.552575100593217,0.544660314290291,0.521659132870408,0.522494042340459,0.551573211390037,0.55509763495603,0.510379979140487,0.49816665253845,0.472459082535618,0.592031423931753,0.55381609256945,0.581370477911215,0.489528344415734,0.549780352946161,0.53676287306317,0.515868112753335,0.608495018139061,0.64967792074279,0.575061385214931,0.698348324235758,0.659106496078322,0.642935865597049
"NEU_SRR1974607",0.456331786794258,0.616929604994633,0.567452617121226,0,0.5023206837962,0.6472591310658,0.556250782599439,0.594428927100096,0.625163062863939,0.48842126421424,0.494007709327887,0.525299680313271,0.611922578413289,0.493008111606036,0.552662964327899,0.644515763792241,0.493802183821931,0.824137796378633,0.561055388881833,0.533538539113115,0.514697995415947,0.510300660657725,0.452320015036531,0.574199253331854,0.509477314202156,0.591657471364257,0.486255134725837,0.500526166049919,0.600780888399866,0.535343988372196,0.508690861135597,0.587920703070318,0.626194390677805,0.466739575137403,0.506099644517535,0.66077244428606,0.569374436470195,0.490679746168909,0.628810413168911,0.591165945391053,0.503397505957161,0.565588963174207,0.554869249476916,0.566088541908911,0.510005159514367,0.49054187562828,0.529554384410548,0.622968275205179,0.489834800029208,0.587539952467336,0.70529001280306,0.497970359948,0.487078955708599,0.483308618572236,0.46253883459931,0.450559298623499,0.547563507516086,0.455029057101075,0.506978838872565,0.452671945844536,0.577998468692777,0.510336292708431,0.643978744858912,0.638153513278079,0.508933338142868,0.500947025992426,0.59764685784689,0.509249436229686,0.501953324390386,0.561039800514096,0.465984510303361,0.543152853305564,0.492350834494801,0.489844991416861,0.554843018266447,0.465653120976528,0.601822290564651,0.533231670870182,0.539145530341815,0.617355851304807,0.518247400066465,0.546872096178006,0.48967996368407,0.627251277173474,0.523273804790953,0.513705808845619,0.583378291726341,0.598531799960069,0.598947378307213,0.539001612905149,0.483822034203577,0.590631031835257,0.483999696641615,0.519939929556157,0.493897172204178,0.529567809733539,0.655633788533926,0.524965483747009,0.580663715279505,0.570064305525378,0.478836694403757,0.478165460293249,0.468875186255687,0.475700352599978,0.451723270766862,0.491467037865692,0.547617031609414,0.533495391850043,0.563556784956493,0.536635413836373,0.5454460812467,0.500846192561212,0.494007257892493,0.515967064899096,0.493875794765624,0.509279747903276,0.491775052603661,0.444660168674443,0.570520416235968,0.538255027495523,0.557112461067029,0.494246716532167,0.505530616309516,0.495075160299534,0.479270220769324,0.573742952368419,0.663401686463188,0.538615663814639,0.686340231764717,0.688215261420901,0.635986579793677
"NEU_SRR1974609",0.412030807010583,0.595489240981275,0.485758687749002,0.5023206837962,0,0.594182860810183,0.506896612724111,0.515263594508746,0.571406445753346,0.429714279053093,0.431353011447891,0.457637123464011,0.550031514618928,0.434810902055091,0.474313792151621,0.588248428557733,0.447768373729265,0.772628999127154,0.520954595862543,0.493105650271411,0.460686706396801,0.418072824764743,0.407245834026561,0.514704549707797,0.416840801107908,0.482777146141479,0.380715290543136,0.472170940538967,0.572980470587287,0.498376542452733,0.473955407070825,0.535846141250328,0.557123356093437,0.38453444681335,0.444222944859591,0.584700845417387,0.531307046967297,0.428295363877577,0.525899037526713,0.546224753437234,0.428980237433037,0.522997589083086,0.506611099516303,0.512896895625035,0.470236644995691,0.453013681671553,0.486656722292557,0.560602619627692,0.432906368799409,0.547916733750152,0.675535475251935,0.429286541810118,0.455166834610083,0.448211835569812,0.424439784255948,0.420308172158308,0.484262910935865,0.368901540122585,0.462058900711321,0.4211727023187,0.515887787916643,0.459511923970892,0.565744788937222,0.577807898316436,0.433181560465601,0.415946605006924,0.505061434389014,0.470610095039674,0.441606460674328,0.486193579563064,0.402428344934753,0.501021797161248,0.397504732866199,0.44200261060492,0.49435217367684,0.394141774848692,0.538084873328888,0.492755675914533,0.472715641517227,0.553644966000902,0.477970466454254,0.505985951686378,0.460626315442575,0.554425970371326,0.482395398548979,0.477998713664635,0.540785854469723,0.524262674825828,0.5596514718754,0.476946987243005,0.439629817128576,0.500709025371204,0.42974687836789,0.552592681959394,0.413480225696421,0.487324843361093,0.606204261376918,0.493826775850844,0.51965908954006,0.512251571773708,0.424875030709165,0.430806879908314,0.423115299134799,0.419688734485138,0.410288073093234,0.430140824935965,0.502899037167084,0.465169357652254,0.51653314988412,0.476227387355406,0.47820758649809,0.456170380686098,0.43549636126512,0.462234757357127,0.463343222127304,0.42562884772532,0.421584259633605,0.393027312436861,0.522151333622681,0.467841168588729,0.516252198591242,0.402127777553685,0.467395813384224,0.451948127742673,0.452910021514991,0.512080105227479,0.596607379042739,0.490048580746189,0.648879623665087,0.597979255270185,0.574499115356226
"NEU_SRR1974611",0.588898016168329,0.696141102092008,0.65631521211398,0.6472591310658,0.594182860810183,0,0.618486206333061,0.643899150396939,0.660542110740327,0.602874588086441,0.596223884149942,0.628375040975825,0.660187294704726,0.598565402705698,0.632469111839782,0.693899187335028,0.586632046602934,0.825029458041773,0.667261961073683,0.627388853532253,0.598588362247931,0.620471868015804,0.578046240755728,0.638911460655434,0.626464480495535,0.640575327037585,0.607060507853451,0.624575290876846,0.661793074497699,0.648113582127382,0.630054416331992,0.640138566749235,0.664110542870641,0.57386951317122,0.610349666676388,0.710719434051,0.604305654345258,0.599252782752142,0.672043690868958,0.669923232874875,0.621290986496348,0.643522597475164,0.613550645228113,0.638624747103614,0.624641281488951,0.606819669044961,0.619574322232438,0.680474485200269,0.60760555001751,0.682328143289496,0.742070977253179,0.623339796515952,0.621142059562849,0.612983073245451,0.587789481305322,0.573591435746085,0.608794941843642,0.574928549744685,0.630522020432747,0.574472638678754,0.651722305413382,0.633237946806681,0.700492205027288,0.709954688662163,0.632308856149873,0.642855890451566,0.681383917826822,0.608101694010038,0.62730445392645,0.639020329456599,0.586133028467516,0.647705050484306,0.617321109526489,0.614672367579073,0.666182867629973,0.595017922599413,0.689812757437587,0.650244998835552,0.655287493265235,0.708817418118333,0.646524694958894,0.651045611407412,0.625090812417684,0.729911675255741,0.651207395210907,0.639983540649678,0.709153642438084,0.697416593818469,0.675536191510533,0.648365854077996,0.602238344415103,0.665535371651058,0.622612919534213,0.599465057400214,0.612785964010422,0.598992057395078,0.707432909630997,0.658519840749199,0.653328463621933,0.647887745066375,0.594324782214935,0.587935260164173,0.596222267415526,0.602505370981058,0.576272076301866,0.61813630226131,0.638000128450135,0.641474137149702,0.649529497100016,0.642740571382735,0.61660065509545,0.608328151790818,0.621265756242114,0.627743946403825,0.624149821327278,0.639890116330177,0.6178442030519,0.583897762537885,0.652982173699023,0.634565152789306,0.658192110196577,0.600216152833624,0.625622906876526,0.619729285518745,0.630645697680658,0.663588000478655,0.719236789493631,0.642291291759234,0.727811861249824,0.724921996750612,0.719799351673197
"NEU_SRR1974612",0.458558187037099,0.617328515470585,0.574260414277334,0.556250782599439,0.506896612724111,0.618486206333061,0,0.601618245647266,0.60202019930398,0.492469176873698,0.49821132203807,0.493216251121334,0.600122390221082,0.459327680519101,0.561609366689766,0.650821331862497,0.485147480814524,0.783769710191123,0.583831975691658,0.531691490563726,0.488294265285619,0.500805688506666,0.447331962416273,0.574946485087815,0.506436698454255,0.574339459269038,0.470878336185877,0.499957133855146,0.613082122528725,0.51742544762331,0.511833435190035,0.588481836332333,0.617474340613287,0.47454086869037,0.491936752418237,0.64457953573331,0.58597864298526,0.467782244170449,0.617685488801469,0.583534599012646,0.490881709944171,0.555574905175101,0.549093625022818,0.557062936129836,0.49546607105847,0.481596966150352,0.513297839969057,0.608187103165436,0.488824322464551,0.579835401950681,0.721010854303335,0.495057028390922,0.505674154976847,0.491607118036965,0.467548995114432,0.444260376034626,0.548294982458806,0.438701443075155,0.503006235674871,0.461311744509006,0.587593585110193,0.514067147492184,0.648242395181006,0.637496359247347,0.486422636702831,0.498575854252975,0.613102068275537,0.507107155290927,0.506449593292065,0.533894949752081,0.468767194363138,0.530607897892534,0.483899800291032,0.487073768082774,0.532857991647249,0.468095362331338,0.587021887930012,0.523659881253866,0.534512664216009,0.599514088287298,0.513171778778513,0.514013206521511,0.503144210870556,0.604021188189923,0.516238022482023,0.515992652533029,0.595851629741737,0.580075947208302,0.589461068295846,0.520380168880759,0.475209830013083,0.564382863962398,0.478577619579042,0.582164790740578,0.481890207114811,0.531475085369697,0.648553817438567,0.518323266026522,0.555252647551236,0.533493143804028,0.45263093017574,0.486537843585146,0.463689509927807,0.495612266670739,0.436441275284863,0.484381546039197,0.563299907231981,0.549407911093833,0.589711076126474,0.542940923878237,0.523086530820172,0.498859547648679,0.498327958465109,0.498240215816945,0.50007844857443,0.510407242694671,0.500360511905938,0.442353825937888,0.55189741372469,0.50910480293599,0.554181284462091,0.49097698880832,0.508546067157535,0.498532351278006,0.499850447401405,0.566763860461121,0.672426454819975,0.537030559854388,0.6927563854118,0.665888509273333,0.626682521551564
"NEU_SRR1974613",0.525251602053524,0.666454740820873,0.576440871089114,0.594428927100096,0.515263594508746,0.643899150396939,0.601618245647266,0,0.636140558085208,0.511126493983946,0.504795962224153,0.567401239297883,0.599347720652725,0.546921068312889,0.520602775524076,0.620527443710598,0.543953897648946,0.814177466176725,0.604078571409692,0.576307303554914,0.558746126055064,0.551355184805059,0.508746250182083,0.570641590400255,0.567701286959643,0.57530924540308,0.531951740649227,0.57271383994594,0.621998732644627,0.600661386742466,0.592941498376475,0.588176819257747,0.60505284226242,0.494938523411247,0.539539488082845,0.635453475784283,0.570334260276595,0.528165666710348,0.621087149908266,0.631675333964354,0.526439769054282,0.592726554405943,0.553302820669283,0.569402234356961,0.579829138607859,0.563702139393414,0.574817347092566,0.591667170335003,0.543496995650453,0.628890659298419,0.704003595869025,0.523334471293049,0.545362626500797,0.567315922153265,0.535530551025434,0.529502426405844,0.526275357822962,0.502833632140478,0.574865957372544,0.521742154711933,0.56973571277642,0.580803832107199,0.635039376536311,0.636457357012482,0.521590600985682,0.572510263183926,0.596319295466094,0.565890971875125,0.550293020954996,0.560732178422642,0.518512314702875,0.610159638244479,0.546036617541636,0.553228188930504,0.60924786505092,0.523398258734324,0.637979952978641,0.608812918527457,0.593209241976096,0.643610808956906,0.597787409767091,0.610314076290566,0.581458020952685,0.650837825389915,0.590277214408326,0.592506541485251,0.637599709136221,0.658844927362951,0.652443120298478,0.586231163712107,0.560064225014798,0.630239319525654,0.558130261635421,0.585739098829841,0.506694929704247,0.565753892869787,0.669637493662311,0.603258655356758,0.60773119487438,0.600482833875834,0.543957823150957,0.539140718251305,0.534127353693465,0.495886381184804,0.535845699270418,0.530027103925913,0.57435738960716,0.545610068571695,0.586121704578847,0.566880997883823,0.581155301621503,0.561664725637464,0.533799757543219,0.562896976977379,0.575656263526675,0.562622853346837,0.53850949249547,0.511505126652341,0.624256644210129,0.587837988138453,0.595464815449929,0.528875453637027,0.561774102104873,0.556725081696579,0.551854860701603,0.575550189252851,0.638219826116731,0.594018258269229,0.674066374408391,0.687181489676655,0.677757251657264
"NEU_SRR1974614",0.557076031146016,0.669699967878067,0.628605574968542,0.625163062863939,0.571406445753346,0.660542110740327,0.60202019930398,0.636140558085208,0,0.574504002957906,0.567608824260683,0.584216471279481,0.660892123161717,0.56356772521853,0.613123810925661,0.677646630537968,0.567521840349195,0.805652910980526,0.636502823782985,0.619584020956571,0.583835884092107,0.593087910351791,0.544388161262946,0.640446268264518,0.5864776802797,0.622504386361964,0.561894147033921,0.596134179887499,0.656304950879568,0.605740763846122,0.605346724246305,0.63865174380307,0.661338835381179,0.549363433772627,0.576636865418269,0.665359743024743,0.607060116799261,0.550962844810239,0.655543104541154,0.641854559812798,0.567246437826941,0.615992489421348,0.609642250071145,0.595473576813785,0.594194665105382,0.565359291001608,0.602666490460202,0.673276844121001,0.573307017248628,0.643538326860595,0.722088618031657,0.583415277454592,0.590700998894569,0.60137410081781,0.553118688751457,0.540863384490978,0.617149573410674,0.533496811564452,0.595211104291083,0.555572700081809,0.629938950337094,0.600540727189544,0.680898444168362,0.682491617713052,0.583279438877818,0.584838169550963,0.658183937038876,0.588761554246494,0.589328712393962,0.607589863834564,0.554822440852334,0.610748213649884,0.569668705595219,0.575776386803126,0.63378434758105,0.557650770172984,0.653887954211515,0.608474294776545,0.616721514304143,0.65495012645261,0.615899453000717,0.617422079668578,0.600805414773177,0.668196425064504,0.619102090971235,0.602899472511993,0.673668436577181,0.657040779179758,0.658145048477875,0.606066298194666,0.560108022944538,0.603193537950061,0.581651038794898,0.586340786384488,0.574459133933482,0.580736555364087,0.681618769251957,0.603266145039239,0.625250448517121,0.613940648667433,0.554008102946886,0.571815133875854,0.560444264440259,0.581671300856352,0.53696068208891,0.578919441661024,0.611603665422031,0.625220771335846,0.622432172233646,0.623865802444419,0.587636461082835,0.587994684495838,0.589507064078349,0.588850246815976,0.582930010037253,0.591258918221125,0.58046774061561,0.543670595799022,0.616044143598836,0.597646135825743,0.607803031010145,0.562213644610377,0.612908337375187,0.586894007466632,0.594135103450941,0.631984164241193,0.695176261005038,0.615092007942324,0.726109676047094,0.704512898563903,0.673725336790367
"NEU_SRR1974615",0.397844521321726,0.581932052262326,0.508952976907162,0.48842126421424,0.429714279053093,0.602874588086441,0.492469176873698,0.511126493983946,0.574504002957906,0,0.430479227899949,0.450957854204198,0.526088753884403,0.423546497711771,0.477662043882966,0.582695936722317,0.446329471860756,0.758160592416467,0.506903608118073,0.475821169119725,0.463005014468604,0.444736119075027,0.382136804644622,0.493964968721311,0.441067856871421,0.508528161059802,0.410497247110087,0.454733790159522,0.551136210144372,0.497472888718615,0.439733631942124,0.520184062350529,0.550253615417142,0.396473462592497,0.442502852891854,0.60008249365045,0.512829920731645,0.414415895360676,0.569934417823196,0.53382109421627,0.424974320542079,0.500915464476705,0.468347459476218,0.496945753873259,0.459155661620447,0.438419407896591,0.482008017141778,0.540685799608661,0.394548598029812,0.53852788859738,0.656188721734754,0.432101452118119,0.417473820881574,0.427745852666974,0.415198524798628,0.404452685673466,0.434850453972394,0.385596656469505,0.445926209862651,0.4089316051225,0.513301527561968,0.461212462184078,0.588572994539892,0.56528622673715,0.43181983438529,0.443202933419644,0.539112427343916,0.448698619652284,0.443100117106419,0.474053185303055,0.401242313587675,0.486810525233064,0.424789848229194,0.435378583870517,0.49690005606222,0.397629638451803,0.53009679519107,0.483124742816689,0.476924758992439,0.552562949078177,0.453950495140094,0.502747088666846,0.441003858323906,0.556777294648712,0.478943843878862,0.470946667120413,0.538697598004554,0.555244815025827,0.549029382720402,0.465004538458478,0.423722820375263,0.529966004364941,0.407530920642771,0.531335993659559,0.417616524381039,0.476590551048816,0.626921716151099,0.469709646169027,0.521043836668282,0.505189977458107,0.400619396875666,0.429591812407777,0.415726342743006,0.40206874080345,0.396283249790276,0.42690833867112,0.484581496551748,0.470604954943705,0.505070915987737,0.462859119392037,0.483840793108349,0.452798969531587,0.427812129363284,0.442468115277433,0.45629005906505,0.456725576220744,0.430113959450926,0.36911879384046,0.525765915744263,0.455561612794731,0.480283944252734,0.415782750678184,0.459154254235532,0.423877864692076,0.435550081512769,0.508879963553053,0.590687906133609,0.473510822557104,0.605013117402557,0.62611483484998,0.597061630529411
